LTER_site,local_site,year,date_collected,depth,combined_tow,net_um,water_sampled,water_sam_QA,pull number,percent sample examined ,taxon_name,num_of_taxon,taxon_dens,avg_taxon_length ,num_indiv_meas,tot_counted ,tot_density
NWT,ALB,2016,7/28/16,9,18,80,NaN,141.3716694,5,0.25,Diacyclops thomasi,3925,27.76369563,0.5311,9,11040,78.09202541
NWT,ALB,2016,7/28/16,9,18,80,NaN,141.3716694,5,0.25,Holopedium gibberum,1291,9.131956957,NaN,NaN,11040,78.09202541
NWT,ALB,2016,7/28/16,9,18,80,NaN,141.3716694,5,0.25,Nauplii,67,0.473928053,NaN,NaN,11040,78.09202541
NWT,ALB,2016,7/28/16,9,18,80,NaN,141.3716694,5,0.25,Neonate,55,0.389045416,NaN,NaN,11040,78.09202541
NWT,ALB,2016,7/28/16,9,18,80,NaN,141.3716694,5,0.25,Rotifers,NaN,NaN,NaN,NaN,11040,78.09202541
NWT,ALB,2016,7/28/16,9,18,80,NaN,141.3716694,5,0.25,Chydoridae sp.,0,0,NaN,NaN,11040,78.09202541
NWT,ALB,2016,7/28/16,9,18,80,NaN,141.3716694,5,0.25,Total cladoceran,6993,49.46535631,1.0639,NaN,11040,78.09202541
NWT,ALB,2016,7/28/16,9,18,80,NaN,141.3716694,5,0.25,Total copepod,3925,27.76369563,0.5311,NaN,11040,78.09202541
NWT,ALB,2016,8/11/16,9,18,80,NaN,141.3716694,5,0.25,Bosminidae sp.,53,0.37489831,0.4133,3,1404,9.931268449
NWT,ALB,2016,8/11/16,9,18,80,NaN,141.3716694,5,0.25,Daphnia rosea,221,1.563255219,0.89,16,1404,9.931268449
NWT,ALB,2016,8/11/16,9,18,80,NaN,141.3716694,5,0.25,Diacyclops thomasi,931,6.585477867,0.6409,23,1404,9.931268449
NWT,ALB,2016,8/11/16,9,18,80,NaN,141.3716694,5,0.25,Holopedium gibberum,199,1.407637052,0.86,8,1404,9.931268449
NWT,ALB,2016,8/11/16,9,18,80,NaN,141.3716694,5,0.25,Nauplii,0,0,NaN,NaN,1404,9.931268449
NWT,ALB,2016,8/11/16,9,18,80,NaN,141.3716694,5,0.25,Neonate,0,0,NaN,NaN,1404,9.931268449
NWT,ALB,2016,8/11/16,9,18,80,NaN,141.3716694,5,0.25,Rotifers,NaN,NaN,NaN,NaN,1404,9.931268449
NWT,ALB,2016,8/11/16,9,18,80,NaN,141.3716694,5,0.25,Chydoridae sp.,0,0,NaN,NaN,1404,9.931268449
NWT,ALB,2016,8/11/16,9,18,80,NaN,141.3716694,5,0.25,Total cladoceran,473,3.345790581,0.875,NaN,1404,9.931268449
NWT,ALB,2016,8/11/16,9,18,80,NaN,141.3716694,5,0.25,Total copepod,931,6.585477867,0.6409,NaN,1404,9.931268449
NWT,ALB,2017,6/29/17,9,18,80,NaN,141.3716694,5,0.25,Bosminidae sp.,1,0.007073553,NaN,NaN,1110,7.851643859
NWT,ALB,2017,6/29/17,9,18,80,NaN,141.3716694,5,0.25,Daphnia rosea,0,0,NaN,NaN,1110,7.851643859
NWT,ALB,2017,6/29/17,9,18,80,NaN,141.3716694,5,0.25,Diacyclops thomasi,442,3.126510438,0.6504,50,1110,7.851643859
NWT,ALB,2017,6/29/17,9,18,80,NaN,141.3716694,5,0.25,Holopedium gibberum,0,0,NaN,NaN,1110,7.851643859
NWT,ALB,2017,6/29/17,9,18,80,NaN,141.3716694,5,0.25,Nauplii,637,4.505853278,NaN,NaN,1110,7.851643859
NWT,ALB,2017,6/29/17,9,18,80,NaN,141.3716694,5,0.25,Neonate,0,0,NaN,NaN,1110,7.851643859
NWT,ALB,2017,6/29/17,9,18,80,NaN,141.3716694,5,0.25,Rotifers,30,0.212206591,NaN,NaN,1110,7.851643859
NWT,ALB,2017,6/29/17,9,18,80,NaN,141.3716694,5,0.25,Chydoridae sp.,0,0,NaN,NaN,1110,7.851643859
NWT,ALB,2017,6/29/17,9,18,80,NaN,141.3716694,5,0.25,Total cladoceran,1,0.007073553,NaN,NaN,1110,7.851643859
NWT,ALB,2017,6/29/17,9,18,80,NaN,141.3716694,5,0.25,Total copepod,442,3.126510438,0.6504,NaN,1110,7.851643859
NWT,ALB,2017,7/13/17,9,18,80,NaN,282.7433388,10,0.5,Bosminidae sp.,3,0.01061033,0.38,3,2411,8.527168173
NWT,ALB,2017,7/13/17,9,18,80,NaN,282.7433388,10,0.5,Daphnia rosea,1,0.003536777,NaN,NaN,2411,8.527168173
NWT,ALB,2017,7/13/17,9,18,80,NaN,282.7433388,10,0.5,Diacyclops thomasi,730,2.581846855,0.6626,46,2411,8.527168173
NWT,ALB,2017,7/13/17,9,18,80,NaN,282.7433388,10,0.5,Holopedium gibberum,0,0,NaN,NaN,2411,8.527168173
NWT,ALB,2017,7/13/17,9,18,80,NaN,282.7433388,10,0.5,Nauplii,0,0,NaN,NaN,2411,8.527168173
NWT,ALB,2017,7/13/17,9,18,80,NaN,282.7433388,10,0.5,Neonate,1623,5.740188281,NaN,NaN,2411,8.527168173
NWT,ALB,2017,7/13/17,9,18,80,NaN,282.7433388,10,0.5,Rotifers,54,0.190985932,NaN,NaN,2411,8.527168173
NWT,ALB,2017,7/13/17,9,18,80,NaN,282.7433388,10,0.5,Chydoridae sp.,0,0,NaN,NaN,2411,8.527168173
NWT,ALB,2017,7/13/17,9,18,80,NaN,282.7433388,10,0.5,Total cladoceran,4,0.014147106,NaN,NaN,2411,8.527168173
NWT,ALB,2017,7/13/17,9,18,80,NaN,282.7433388,10,0.5,Total copepod,730,2.581846855,0.6626,NaN,2411,8.527168173
NWT,ALB,2017,7/27/17,9,18,80,NaN,141.3716694,5,0.25,Bosminidae sp.,61,0.431486735,0.3325,40,2830,20.01815506
NWT,ALB,2017,7/27/17,9,18,80,NaN,141.3716694,5,0.25,Daphnia rosea,8,0.056588424,0.7625,8,2830,20.01815506
NWT,ALB,2017,7/27/17,9,18,80,NaN,141.3716694,5,0.25,Diacyclops thomasi,624,4.413897088,0.6981,41,2830,20.01815506
NWT,ALB,2017,7/27/17,9,18,80,NaN,141.3716694,5,0.25,Holopedium gibberum,5,0.035367765,1.008,5,2830,20.01815506
NWT,ALB,2017,7/27/17,9,18,80,NaN,141.3716694,5,0.25,Nauplii,1092,7.724319905,NaN,NaN,2830,20.01815506
NWT,ALB,2017,7/27/17,9,18,80,NaN,141.3716694,5,0.25,Neonate,0,0,NaN,NaN,2830,20.01815506
NWT,ALB,2017,7/27/17,9,18,80,NaN,141.3716694,5,0.25,Rotifers,1040,7.356495147,NaN,NaN,2830,20.01815506
NWT,ALB,2017,7/27/17,9,18,80,NaN,141.3716694,5,0.25,Chydoridae sp.,0,0,NaN,NaN,2830,20.01815506
NWT,ALB,2017,7/27/17,9,18,80,NaN,141.3716694,5,0.25,Total cladoceran,74,0.523442924,0.88525,NaN,2830,20.01815506
NWT,ALB,2017,7/27/17,9,18,80,NaN,141.3716694,5,0.25,Total copepod,624,4.413897088,0.6981,NaN,2830,20.01815506
NWT,ALB,2017,8/10/17,9,18,80,NaN,141.3716694,5,0.25,Bosminidae sp.,192,1.358122181,0.3405,39,2512,17.7687652
NWT,ALB,2017,8/10/17,9,18,80,NaN,141.3716694,5,0.25,Daphnia rosea,48,0.339530545,0.7966,29,2512,17.7687652
NWT,ALB,2017,8/10/17,9,18,80,NaN,141.3716694,5,0.25,Diacyclops thomasi,583,4.123881414,0.676,50,2512,17.7687652
NWT,ALB,2017,8/10/17,9,18,80,NaN,141.3716694,5,0.25,Holopedium gibberum,52,0.367824757,0.8264,25,2512,17.7687652
NWT,ALB,2017,8/10/17,9,18,80,NaN,141.3716694,5,0.25,Nauplii,1472,10.41227005,NaN,NaN,2512,17.7687652
NWT,ALB,2017,8/10/17,9,18,80,NaN,141.3716694,5,0.25,Neonate,0,0,NaN,NaN,2512,17.7687652
NWT,ALB,2017,8/10/17,9,18,80,NaN,141.3716694,5,0.25,Rotifers,165,1.167136249,NaN,NaN,2512,17.7687652
NWT,ALB,2017,8/10/17,9,18,80,NaN,141.3716694,5,0.25,Chydoridae sp.,0,0,NaN,NaN,2512,17.7687652
NWT,ALB,2017,8/10/17,9,18,80,NaN,141.3716694,5,0.25,Total cladoceran,292,2.065477484,0.8115,NaN,2512,17.7687652
NWT,ALB,2017,8/10/17,9,18,80,NaN,141.3716694,5,0.25,Total copepod,583,4.123881414,0.676,NaN,2512,17.7687652
NWT,ALB,2018,6/19/18,9,18,80,NaN,141.3716694,5,0.25,Bosminidae sp.,3,0.021220659,0.2667,3,884,6.253020875
NWT,ALB,2018,6/19/18,9,18,80,NaN,141.3716694,5,0.25,Daphnia rosea,3,0.021220659,0.62,3,884,6.253020875
NWT,ALB,2018,6/19/18,9,18,80,NaN,141.3716694,5,0.25,Diacyclops thomasi,333,2.355493158,0.6402,41,884,6.253020875
NWT,ALB,2018,6/19/18,9,18,80,NaN,141.3716694,5,0.25,Holopedium gibberum,6,0.042441318,0.7367,6,884,6.253020875
NWT,ALB,2018,6/19/18,9,18,80,NaN,141.3716694,5,0.25,Nauplii,224,1.584475878,0.1658,19,884,6.253020875
NWT,ALB,2018,6/19/18,9,18,80,NaN,141.3716694,5,0.25,Neonate,0,0,NaN,NaN,884,6.253020875
NWT,ALB,2018,6/19/18,9,18,80,NaN,141.3716694,5,0.25,Rotifers,315,2.228169203,NaN,NaN,884,6.253020875
NWT,ALB,2018,6/19/18,9,18,80,NaN,141.3716694,5,0.25,Chydoridae sp.,0,0,NaN,NaN,884,6.253020875
NWT,ALB,2018,6/19/18,9,18,80,NaN,141.3716694,5,0.25,Total cladoceran,12,0.084882636,0.67835,NaN,884,6.253020875
NWT,ALB,2018,6/19/18,9,18,80,NaN,141.3716694,5,0.25,Total copepod,333,2.355493158,0.6402,NaN,884,6.253020875
NWT,ALB,2018,7/5/18,13,26,80,NaN,204.2035225,5,0.25,Bosminidae sp.,0,0,NaN,NaN,13568,66.44351593
NWT,ALB,2018,7/5/18,13,26,80,NaN,204.2035225,5,0.25,Daphnia rosea,80,0.391766014,0.7537,43,13568,66.44351593
NWT,ALB,2018,7/5/18,13,26,80,NaN,204.2035225,5,0.25,Diacyclops thomasi,1427,6.988126271,0.6934,38,13568,66.44351593
NWT,ALB,2018,7/5/18,13,26,80,NaN,204.2035225,5,0.25,Holopedium gibberum,38,0.186088857,1.0864,39,13568,66.44351593
NWT,ALB,2018,7/5/18,13,26,80,NaN,204.2035225,5,0.25,Nauplii,830,4.064572393,0.172,10,13568,66.44351593
NWT,ALB,2018,7/5/18,13,26,80,NaN,204.2035225,5,0.25,Neonate,28,0.137118105,NaN,NaN,13568,66.44351593
NWT,ALB,2018,7/5/18,13,26,80,NaN,204.2035225,5,0.25,Rotifers,11165,54.6758443,NaN,NaN,13568,66.44351593
NWT,ALB,2018,7/5/18,13,26,80,NaN,204.2035225,5,0.25,Chydoridae sp.,0,0,NaN,NaN,13568,66.44351593
NWT,ALB,2018,7/5/18,13,26,80,NaN,204.2035225,5,0.25,Total cladoceran,118,0.57785487,0.92005,NaN,13568,66.44351593
NWT,ALB,2018,7/5/18,13,26,80,NaN,204.2035225,5,0.25,Total copepod,1427,6.988126271,0.6934,NaN,13568,66.44351593
NWT,ALB,2018,7/19/18,12,24,80,NaN,188.4955592,5,0.25,Bosminidae sp.,0,0,NaN,NaN,11619,61.64070946
NWT,ALB,2018,7/19/18,12,24,80,NaN,188.4955592,5,0.25,Daphnia rosea,587,3.11413172,0.9749,43,11619,61.64070946
NWT,ALB,2018,7/19/18,12,24,80,NaN,188.4955592,5,0.25,Diacyclops thomasi,2482,13.16741896,0.6281,41,11619,61.64070946
NWT,ALB,2018,7/19/18,12,24,80,NaN,188.4955592,5,0.25,Holopedium gibberum,406,2.153896897,0.921,40,11619,61.64070946
NWT,ALB,2018,7/19/18,12,24,80,NaN,188.4955592,5,0.25,Nauplii,2381,12.63159732,NaN,NaN,11619,61.64070946
NWT,ALB,2018,7/19/18,12,24,80,NaN,188.4955592,5,0.25,Neonate,148,0.785164386,NaN,NaN,11619,61.64070946
NWT,ALB,2018,7/19/18,12,24,80,NaN,188.4955592,5,0.25,Rotifers,5612,29.77258469,NaN,NaN,11619,61.64070946
NWT,ALB,2018,7/19/18,12,24,80,NaN,188.4955592,5,0.25,Chydoridae sp.,3,0.015915494,NaN,NaN,11619,61.64070946
NWT,ALB,2018,7/19/18,12,24,80,NaN,188.4955592,5,0.25,Total cladoceran,996,5.283944111,0.94795,NaN,11619,61.64070946
NWT,ALB,2018,7/19/18,12,24,80,NaN,188.4955592,5,0.25,Total copepod,2482,13.16741896,0.6281,NaN,11619,61.64070946
NWT,ALB,2018,8/2/18,13,26,80,NaN,204.2035225,5,0.25,Bosminidae sp.,8,0.039176601,0.3167,6,7269,35.59683943
NWT,ALB,2018,8/2/18,13,26,80,NaN,204.2035225,5,0.25,Daphnia rosea,925,4.529794534,0.8952,46,7269,35.59683943
NWT,ALB,2018,8/2/18,13,26,80,NaN,204.2035225,5,0.25,Diacyclops thomasi,1370,6.708992986,0.6578,41,7269,35.59683943
NWT,ALB,2018,8/2/18,13,26,80,NaN,204.2035225,5,0.25,Holopedium gibberum,947,4.637530188,1.0155,40,7269,35.59683943
NWT,ALB,2018,8/2/18,13,26,80,NaN,204.2035225,5,0.25,Nauplii,688,3.369187718,NaN,NaN,7269,35.59683943
NWT,ALB,2018,8/2/18,13,26,80,NaN,204.2035225,5,0.25,Neonate,533,2.610141067,NaN,NaN,7269,35.59683943
NWT,ALB,2018,8/2/18,13,26,80,NaN,204.2035225,5,0.25,Rotifers,2797,13.69711926,NaN,NaN,7269,35.59683943
NWT,ALB,2018,8/2/18,13,26,80,NaN,204.2035225,5,0.25,Chydoridae sp.,1,0.004897075,0.2867,3,7269,35.59683943
NWT,ALB,2018,8/2/18,13,26,80,NaN,204.2035225,5,0.25,Total cladoceran,1881,9.211398399,0.95535,NaN,7269,35.59683943
NWT,ALB,2018,8/2/18,13,26,80,NaN,204.2035225,5,0.25,Total copepod,1370,6.708992986,0.6578,NaN,7269,35.59683943
NWT,GL1,2018,6/28/18,6,12,80,NaN,113.0973355,6,0.3,Bosminidae sp.,0,0,NaN,NaN,775,6.852504494
NWT,GL1,2018,6/28/18,6,12,80,NaN,113.0973355,6,0.3,Daphnia rosea,2,0.017683883,NaN,NaN,775,6.852504494
NWT,GL1,2018,6/28/18,6,12,80,NaN,113.0973355,6,0.3,Diacyclops thomasi,142,1.255555662,0.5523,30,775,6.852504494
NWT,GL1,2018,6/28/18,6,12,80,NaN,113.0973355,6,0.3,Holopedium gibberum,0,0,NaN,NaN,775,6.852504494
NWT,GL1,2018,6/28/18,6,12,80,NaN,113.0973355,6,0.3,Nauplii,334,2.953208388,NaN,NaN,775,6.852504494
NWT,GL1,2018,6/28/18,6,12,80,NaN,113.0973355,6,0.3,Neonate,50,0.442097064,NaN,NaN,775,6.852504494
NWT,GL1,2018,6/28/18,6,12,80,NaN,113.0973355,6,0.3,Rotifers,246,2.175117556,NaN,NaN,775,6.852504494
NWT,GL1,2018,6/28/18,6,12,80,NaN,113.0973355,6,0.3,Chydoridae sp.,1,0.008841941,NaN,NaN,775,6.852504494
NWT,GL1,2018,6/28/18,6,12,80,NaN,113.0973355,6,0.3,Total cladoceran,3,0.026525824,NaN,NaN,775,6.852504494
NWT,GL1,2018,6/28/18,6,12,80,NaN,113.0973355,6,0.3,Total copepod,142,1.255555662,0.5523,NaN,775,6.852504494
NWT,GL1,2018,7/12/18,6,12,80,NaN,113.0973355,6,0.3,Bosminidae sp.,0,0,NaN,NaN,2293,20.27457136
NWT,GL1,2018,7/12/18,6,12,80,NaN,113.0973355,6,0.3,Daphnia rosea,1214,10.73411672,1.0514,28,2293,20.27457136
NWT,GL1,2018,7/12/18,6,12,80,NaN,113.0973355,6,0.3,Diacyclops thomasi,362,3.200782744,0.6778,9,2293,20.27457136
NWT,GL1,2018,7/12/18,6,12,80,NaN,113.0973355,6,0.3,Holopedium gibberum,0,0,NaN,NaN,2293,20.27457136
NWT,GL1,2018,7/12/18,6,12,80,NaN,113.0973355,6,0.3,Nauplii,217,1.918701258,NaN,NaN,2293,20.27457136
NWT,GL1,2018,7/12/18,6,12,80,NaN,113.0973355,6,0.3,Neonate,26,0.229890473,NaN,NaN,2293,20.27457136
NWT,GL1,2018,7/12/18,6,12,80,NaN,113.0973355,6,0.3,Rotifers,472,4.173396286,NaN,NaN,2293,20.27457136
NWT,GL1,2018,7/12/18,6,12,80,NaN,113.0973355,6,0.3,Chydoridae sp.,2,0.017683883,NaN,NaN,2293,20.27457136
NWT,GL1,2018,7/12/18,6,12,80,NaN,113.0973355,6,0.3,Total cladoceran,1216,10.7518006,1.0514,NaN,2293,20.27457136
NWT,GL1,2018,7/12/18,6,12,80,NaN,113.0973355,6,0.3,Total copepod,362,3.200782744,0.6778,NaN,2293,20.27457136
NWT,GL1,2018,7/26/18,6,12,80,NaN,94.24777961,5,0.25,Bosminidae sp.,0,0,NaN,NaN,2520,26.73803044
NWT,GL1,2018,7/26/18,6,12,80,NaN,94.24777961,5,0.25,Daphnia rosea,1006,10.67399152,1.0412,33,2520,26.73803044
NWT,GL1,2018,7/26/18,6,12,80,NaN,94.24777961,5,0.25,Diacyclops thomasi,593,6.291925417,0.6313,31,2520,26.73803044
NWT,GL1,2018,7/26/18,6,12,80,NaN,94.24777961,5,0.25,Holopedium gibberum,0,0,NaN,NaN,2520,26.73803044
NWT,GL1,2018,7/26/18,6,12,80,NaN,94.24777961,5,0.25,Nauplii,210,2.228169203,NaN,NaN,2520,26.73803044
NWT,GL1,2018,7/26/18,6,12,80,NaN,94.24777961,5,0.25,Neonate,70,0.742723068,NaN,NaN,2520,26.73803044
NWT,GL1,2018,7/26/18,6,12,80,NaN,94.24777961,5,0.25,Rotifers,639,6.780000576,NaN,NaN,2520,26.73803044
NWT,GL1,2018,7/26/18,6,12,80,NaN,94.24777961,5,0.25,Chydoridae sp.,2,0.021220659,NaN,NaN,2520,26.73803044
NWT,GL1,2018,7/26/18,6,12,80,NaN,94.24777961,5,0.25,Total cladoceran,1008,10.69521218,1.0412,NaN,2520,26.73803044
NWT,GL1,2018,7/26/18,6,12,80,NaN,94.24777961,5,0.25,Total copepod,593,6.291925417,0.6313,NaN,2520,26.73803044
NWT,GL1,2018,8/9/18,6,12,80,NaN,94.24777961,5,0.25,Bosminidae sp.,0,0,NaN,NaN,1865,19.78826459
NWT,GL1,2018,8/9/18,6,12,80,NaN,94.24777961,5,0.25,Daphnia rosea,429,4.551831372,1.0443,30,1865,19.78826459
NWT,GL1,2018,8/9/18,6,12,80,NaN,94.24777961,5,0.25,Diacyclops thomasi,357,3.787887646,0.6912,33,1865,19.78826459
NWT,GL1,2018,8/9/18,6,12,80,NaN,94.24777961,5,0.25,Holopedium gibberum,0,0,NaN,NaN,1865,19.78826459
NWT,GL1,2018,8/9/18,6,12,80,NaN,94.24777961,5,0.25,Nauplii,145,1.538497783,NaN,NaN,1865,19.78826459
NWT,GL1,2018,8/9/18,6,12,80,NaN,94.24777961,5,0.25,Neonate,9,0.095492966,NaN,NaN,1865,19.78826459
NWT,GL1,2018,8/9/18,6,12,80,NaN,94.24777961,5,0.25,Rotifers,907,9.623568892,NaN,NaN,1865,19.78826459
NWT,GL1,2018,8/9/18,6,12,80,NaN,94.24777961,5,0.25,Chydoridae sp.,18,0.190985932,0.624,15,1865,19.78826459
NWT,GL1,2018,8/9/18,6,12,80,NaN,94.24777961,5,0.25,Total cladoceran,447,4.742817304,1.0443,NaN,1865,19.78826459
NWT,GL1,2018,8/9/18,6,12,80,NaN,94.24777961,5,0.25,Total copepod,357,3.787887646,0.6912,NaN,1865,19.78826459
NWT,GL4,2018,7/3/18,11,22,80,NaN,691.1503838,20,1,Bosminidae sp.,0,0,NaN,NaN,1544,2.233956656
NWT,GL4,2018,7/3/18,11,22,80,NaN,691.1503838,20,1,Daphnia pulicaria,127,0.183751616,2.2103,63,1544,2.233956656
NWT,GL4,2018,7/3/18,11,22,80,NaN,691.1503838,20,1,Diacyclops thomasi,0,0,NaN,NaN,1544,2.233956656
NWT,GL4,2018,7/3/18,11,22,80,NaN,691.1503838,20,1,Hesperodiaptomus shoshone,1098,1.588655705,1.8481,41,1544,2.233956656
NWT,GL4,2018,7/3/18,11,22,80,NaN,691.1503838,20,1,Nauplii,297,0.429718346,NaN,NaN,1544,2.233956656
NWT,GL4,2018,7/3/18,11,22,80,NaN,691.1503838,20,1,Neonate,21,0.030384125,NaN,NaN,1544,2.233956656
NWT,GL4,2018,7/3/18,11,22,80,NaN,691.1503838,20,1,Rotifers,1,0.001446863,NaN,NaN,1544,2.233956656
NWT,GL4,2018,7/3/18,11,22,80,NaN,691.1503838,20,1,Chydoridae sp.,0,0,NaN,NaN,1544,2.233956656
NWT,GL4,2018,7/3/18,11,22,80,NaN,691.1503838,20,1,Total cladoceran,127,0.183751616,2.2103,NaN,1544,2.233956656
NWT,GL4,2018,7/3/18,11,22,80,NaN,691.1503838,20,1,Total copepod,1098,1.588655705,1.8481,NaN,1544,2.233956656
NWT,GL4,2018,7/10/18,11,22,80,NaN,691.1503838,20,1,Bosminidae sp.,0,0,NaN,NaN,2463,3.563623862
NWT,GL4,2018,7/10/18,11,22,80,NaN,691.1503838,20,1,Daphnia pulicaria,106,0.153367491,1.4055,47,2463,3.563623862
NWT,GL4,2018,7/10/18,11,22,80,NaN,691.1503838,20,1,Diacyclops thomasi,0,0,NaN,NaN,2463,3.563623862
NWT,GL4,2018,7/10/18,11,22,80,NaN,691.1503838,20,1,Hesperodiaptomus shoshone,474,0.685813118,1.8388,33,2463,3.563623862
NWT,GL4,2018,7/10/18,11,22,80,NaN,691.1503838,20,1,Nauplii,1730,2.503073196,NaN,NaN,2463,3.563623862
NWT,GL4,2018,7/10/18,11,22,80,NaN,691.1503838,20,1,Neonate,149,0.215582605,NaN,NaN,2463,3.563623862
NWT,GL4,2018,7/10/18,11,22,80,NaN,691.1503838,20,1,Rotifers,0,0,NaN,NaN,2463,3.563623862
NWT,GL4,2018,7/10/18,11,22,80,NaN,691.1503838,20,1,Chydoridae sp.,4,0.005787452,0.4025,4,2463,3.563623862
NWT,GL4,2018,7/10/18,11,22,80,NaN,691.1503838,20,1,Total cladoceran,110,0.159154943,1.4055,NaN,2463,3.563623862
NWT,GL4,2018,7/10/18,11,22,80,NaN,691.1503838,20,1,Total copepod,474,0.685813118,1.8388,NaN,2463,3.563623862
NWT,GL4,2018,7/31/18,11,22,80,NaN,691.1503838,20,1,Bosminidae sp.,0,0,NaN,NaN,4083,5.907542115
NWT,GL4,2018,7/31/18,11,22,80,NaN,691.1503838,20,1,Daphnia pulicaria,1231,1.7810885,2.4642,33,4083,5.907542115
NWT,GL4,2018,7/31/18,11,22,80,NaN,691.1503838,20,1,Diacyclops thomasi,1,0.001446863,NaN,NaN,4083,5.907542115
NWT,GL4,2018,7/31/18,11,22,80,NaN,691.1503838,20,1,Hesperodiaptomus shoshone,2022,2.925557227,1.7247,34,4083,5.907542115
NWT,GL4,2018,7/31/18,11,22,80,NaN,691.1503838,20,1,Nauplii,667,0.9650577,NaN,NaN,4083,5.907542115
NWT,GL4,2018,7/31/18,11,22,80,NaN,691.1503838,20,1,Neonate,159,0.230051236,NaN,NaN,4083,5.907542115
NWT,GL4,2018,7/31/18,11,22,80,NaN,691.1503838,20,1,Rotifers,0,0,NaN,NaN,4083,5.907542115
NWT,GL4,2018,7/31/18,11,22,80,NaN,691.1503838,20,1,Chydoridae sp.,3,0.004340589,0.4167,3,4083,5.907542115
NWT,GL4,2018,7/31/18,11,22,80,NaN,691.1503838,20,1,Total cladoceran,1234,1.785429089,2.4642,NaN,4083,5.907542115
NWT,GL4,2018,7/31/18,11,22,80,NaN,691.1503838,20,1,Total copepod,2023,2.92700409,1.7247,NaN,4083,5.907542115
NWT,GL4,2018,7/17/18,11,22,80,NaN,691.1503838,20,1,Bosminidae sp.,0,0,NaN,NaN,2305,3.335019489
NWT,GL4,2018,7/17/18,11,22,80,NaN,691.1503838,20,1,Daphnia pulicaria,255,0.368950095,2.1058,31,2305,3.335019489
NWT,GL4,2018,7/17/18,11,22,80,NaN,691.1503838,20,1,Diacyclops thomasi,0,0,NaN,NaN,2305,3.335019489
NWT,GL4,2018,7/17/18,11,22,80,NaN,691.1503838,20,1,Hesperodiaptomus shoshone,1069,1.546696674,1.8335,34,2305,3.335019489
NWT,GL4,2018,7/17/18,11,22,80,NaN,691.1503838,20,1,Nauplii,836,1.209577567,NaN,NaN,2305,3.335019489
NWT,GL4,2018,7/17/18,11,22,80,NaN,691.1503838,20,1,Neonate,145,0.209795152,NaN,NaN,2305,3.335019489
NWT,GL4,2018,7/17/18,11,22,80,NaN,691.1503838,20,1,Rotifers,0,0,NaN,NaN,2305,3.335019489
NWT,GL4,2018,7/17/18,11,22,80,NaN,691.1503838,20,1,Chydoridae sp.,0,0,NaN,NaN,2305,3.335019489
NWT,GL4,2018,7/17/18,11,22,80,NaN,691.1503838,20,1,Total cladoceran,255,0.368950095,2.1058,NaN,2305,3.335019489
NWT,GL4,2018,7/17/18,11,22,80,NaN,691.1503838,20,1,Total copepod,1069,1.546696674,1.8335,NaN,2305,3.335019489
NWT,GL4,2018,8/7/18,11,22,80,NaN,691.1503838,20,1,Bosminidae sp.,0,0,NaN,NaN,3431,4.964187361
NWT,GL4,2018,8/7/18,11,22,80,NaN,691.1503838,20,1,Daphnia pulicaria,1492,2.158719774,2.371,32,3431,4.964187361
NWT,GL4,2018,8/7/18,11,22,80,NaN,691.1503838,20,1,Diacyclops thomasi,1,0.001446863,NaN,NaN,3431,4.964187361
NWT,GL4,2018,8/7/18,11,22,80,NaN,691.1503838,20,1,Hesperodiaptomus shoshone,1559,2.255659603,1.8057,30,3431,4.964187361
NWT,GL4,2018,8/7/18,11,22,80,NaN,691.1503838,20,1,Nauplii,310,0.448527567,NaN,NaN,3431,4.964187361
NWT,GL4,2018,8/7/18,11,22,80,NaN,691.1503838,20,1,Neonate,60,0.086811787,NaN,NaN,3431,4.964187361
NWT,GL4,2018,8/7/18,11,22,80,NaN,691.1503838,20,1,Rotifers,0,0,NaN,NaN,3431,4.964187361
NWT,GL4,2018,8/7/18,11,22,80,NaN,691.1503838,20,1,Chydoridae sp.,9,0.013021768,0.44,9,3431,4.964187361
NWT,GL4,2018,8/7/18,11,22,80,NaN,691.1503838,20,1,Total cladoceran,1501,2.171741542,2.371,NaN,3431,4.964187361
NWT,GL4,2018,8/7/18,11,22,80,NaN,691.1503838,20,1,Total copepod,1560,2.257106466,1.8057,NaN,3431,4.964187361
NWT,GL4,2018,8/24/18,11,22,80,NaN,345.5751919,10,0.5,Bosminidae sp.,0,0,NaN,NaN,656,1.898284412
NWT,GL4,2018,8/24/18,11,22,80,NaN,345.5751919,10,0.5,Daphnia pulicaria,67,0.193879658,2.5001,38,656,1.898284412
NWT,GL4,2018,8/24/18,11,22,80,NaN,345.5751919,10,0.5,Diacyclops thomasi,1,0.002893726,NaN,NaN,656,1.898284412
NWT,GL4,2018,8/24/18,11,22,80,NaN,345.5751919,10,0.5,Hesperodiaptomus shoshone,567,1.640742777,1.8842,31,656,1.898284412
NWT,GL4,2018,8/24/18,11,22,80,NaN,345.5751919,10,0.5,Nauplii,2,0.005787452,NaN,NaN,656,1.898284412
NWT,GL4,2018,8/24/18,11,22,80,NaN,345.5751919,10,0.5,Neonate,1,0.002893726,NaN,NaN,656,1.898284412
NWT,GL4,2018,8/24/18,11,22,80,NaN,345.5751919,10,0.5,Rotifers,8,0.02314981,NaN,NaN,656,1.898284412
NWT,GL4,2018,8/24/18,11,22,80,NaN,345.5751919,10,0.5,Chydoridae sp.,10,0.028937262,0.454,10,656,1.898284412
